epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,57.6489,0.56778,0.67586,0.6069,0.87051,0.82463,0.99042,0.995,0.89915,0.82463,0.99042,0.995,0.89279,0.44166,0.5978,0.8024,0.8623,0.00058175,0.00058175,0.00058175
29,59.5693,0.53401,0.68084,0.58617,0.86444,0.8559,0.99164,0.995,0.95111,0.8559,0.99164,0.995,0.86017,0.44705,0.53622,0.71455,0.86103,0.000557,0.000557,0.000557
30,61.4665,0.5554,0.70932,0.59228,0.86936,0.91943,0.94519,0.995,0.93802,0.91943,0.94519,0.995,0.85387,0.48955,0.53334,0.66257,0.8657,0.00053225,0.00053225,0.00053225
31,63.4888,0.5327,0.6148,0.5775,0.87377,0.92965,1,0.995,0.94397,0.92965,1,0.995,0.8832,0.48478,0.63689,0.61857,0.86188,0.0005075,0.0005075,0.0005075
32,65.4021,0.55294,0.64515,0.58207,0.86748,0.95553,1,0.995,0.93975,0.95553,1,0.995,0.87554,0.48212,0.7738,0.58389,0.85708,0.00048275,0.00048275,0.00048275
33,67.2779,0.55818,0.72983,0.59038,0.87726,0.94425,1,0.995,0.95506,0.94425,1,0.995,0.87495,0.49759,0.73781,0.54069,0.86046,0.000458,0.000458,0.000458
34,69.2998,0.52455,0.68099,0.55839,0.85765,0.95492,0.99038,0.995,0.95459,0.95492,0.99038,0.995,0.88553,0.48677,0.77392,0.51885,0.85977,0.00043325,0.00043325,0.00043325
35,71.2362,0.51396,0.6615,0.55763,0.85413,0.96812,1,0.995,0.95541,0.96812,1,0.995,0.84918,0.464,0.78742,0.5029,0.85537,0.0004085,0.0004085,0.0004085
36,73.1947,0.50382,0.61479,0.55628,0.86413,0.94541,1,0.995,0.95942,0.94541,1,0.995,0.89911,0.46422,0.78255,0.51096,0.85316,0.00038375,0.00038375,0.00038375
37,75.1439,0.5224,0.65318,0.54292,0.8561,0.9231,1,0.995,0.95868,0.9231,1,0.995,0.91327,0.49617,0.79559,0.50849,0.85653,0.000359,0.000359,0.000359
38,77.1031,0.5046,0.65887,0.5497,0.86251,0.9252,1,0.995,0.94262,0.9252,1,0.995,0.87092,0.53717,0.77949,0.50336,0.86364,0.00033425,0.00033425,0.00033425
39,79.0303,0.51709,0.67005,0.5385,0.85711,0.95172,1,0.995,0.94364,0.95172,1,0.995,0.91134,0.51713,0.72923,0.48362,0.86167,0.0003095,0.0003095,0.0003095
40,80.9225,0.48981,0.5816,0.53413,0.85722,0.97299,1,0.995,0.94157,0.97299,1,0.995,0.90815,0.51029,0.71704,0.47142,0.86108,0.00028475,0.00028475,0.00028475
41,106.043,0.51022,0.69762,0.84087,0.84898,0.95297,0.9949,0.995,0.95124,0.95297,0.9949,0.995,0.90035,0.52841,0.71608,0.46449,0.86179,0.00026,0.00026,0.00026
42,107.884,0.49601,0.57825,0.76091,0.86925,0.9447,1,0.995,0.9414,0.9447,1,0.995,0.90099,0.52645,0.69305,0.46814,0.86166,0.00023525,0.00023525,0.00023525
43,109.71,0.45463,0.55305,0.66432,0.8411,0.92833,0.98992,0.995,0.94156,0.92833,0.98992,0.995,0.90552,0.53887,0.66944,0.47974,0.86359,0.0002105,0.0002105,0.0002105
44,111.622,0.44424,0.5189,0.60892,0.83448,0.91764,1,0.995,0.94056,0.91764,1,0.995,0.90741,0.55103,0.68332,0.49778,0.8681,0.00018575,0.00018575,0.00018575
45,113.433,0.49304,0.54703,0.63303,0.8461,0.92041,1,0.995,0.94594,0.92041,1,0.995,0.90467,0.54451,0.70285,0.5103,0.86618,0.000161,0.000161,0.000161
46,115.213,0.42915,0.56452,0.60893,0.84913,0.92504,1,0.995,0.94485,0.92504,1,0.995,0.9028,0.52435,0.71408,0.50857,0.86191,0.00013625,0.00013625,0.00013625
47,116.937,0.46386,0.52586,0.614,0.84517,0.93797,0.99097,0.995,0.94436,0.93797,0.99097,0.995,0.89984,0.49978,0.7198,0.49957,0.85819,0.0001115,0.0001115,0.0001115
48,118.782,0.46492,0.58896,0.61041,0.83476,0.96016,1,0.995,0.94935,0.96016,1,0.995,0.89655,0.4843,0.73623,0.48697,0.8548,8.675e-05,8.675e-05,8.675e-05
49,120.55,0.46317,0.54268,0.59081,0.84327,0.96999,1,0.995,0.95195,0.96999,1,0.995,0.86737,0.48004,0.74297,0.47861,0.85376,6.2e-05,6.2e-05,6.2e-05
50,122.333,0.44086,0.47013,0.56186,0.82487,0.97341,0.99985,0.995,0.94611,0.97341,0.99985,0.995,0.89749,0.48047,0.73949,0.46511,0.8529,3.725e-05,3.725e-05,3.725e-05
